name,sex,sign,content
天下第一好哦哦001,女,,阿加西，撒浪嘿哟
小火神在这耶,保密,百无禁忌,绝美
立和里_,保密,拉郎｜杂食｜技术不好 慎关,绝美调色排版太好看了！
会释怀,女,,不三连对不起我的眼泪[大哭]
进击的园林,女,我们一起来玩一场人生游戏。,我关注你了，行了吧
低调如我ahaha,保密,人生苦短，开心就完了。,鬼怪超爱~还记得当时寒假补习完通宵补剧的样子，哈哈哈哈。中考伴随着继承者们，高考有鬼怪陪伴，不知道大四毕业或考研会有那部剧哩？[爱心]
k这么有趣,保密,,2020年了我还没出去
多加芝士kkk,保密,,我真的好爱鬼怪哦呜呜呜呜
Hush-Y,女,Du får alt til å sprenge i kok$D e ingen andre eg heller gjør,啊啊啊啊啊，我爱死了(⑉°з°)-♡
好闻的秋凉,女,The new start is coming.$,不是幡动，不是风动
一查欧得不到的女人,女,这么关心我宝贝你蒸煮是死了吗???,呜呜呜我的鬼怪夫妇呜呜呜我一个爆哭
柒柒似酒,女,青鲤来时遥闻春溪声声碎,再来亿遍
简清溪啊,保密,,阿加西[大哭][大哭][大哭]
HeartMsw,保密,,答应我这辈子都不要删
某幻和我一起养野马,女,准高一/业余学泰语/想考复旦/未来的物化生选手✊,啊啊啊啊啊啊啊啊都给我去看鬼怪！！！
bili_64971059137,保密,,我心中的白月光啊
九九系八一,保密,,哇塞好撩
wuli小仙草,保密,害，可佛可不佛,神仙up主，我又回忆了一遍阿加西和小新娘，谢谢谢谢谢😭😭😭
__阿颖,保密,,赞一个吧
一个汐汐,保密,快乐女生总冠军^_^,我币没了
麻辣火锅里泡澡,男,上海简图影视文化工作室,有鬼怪的地方就有我！！！我一辈子在坑里躺平
准了a,保密,crush,冬天必备
ZSY979,保密,因为今生是第一次,好我要七刷了 呜呜呜我爱鬼怪 心中的韩剧top1
阿蜀蜀蜀,女,世界第一帅气,剪得太好啦！！
Aal_izz_well的塔基,保密,,少主，你剪得太好了吧！！！每一幕都能当成壁纸❤️❤️爱了❤️❤️
苏里鱼D26,女,,up主太棒了吧！！
柒柒似酒,女,青鲤来时遥闻春溪声声碎,可惜只能一个三连
是南fairy呀,女,我不懒der~                         一个手帐er的挣扎…,这个滤镜超美，爱了[tv_可爱]
是南fairy呀,女,我不懒der~                         一个手帐er的挣扎…,最后一集是隔了两天才看的呢，因为想知道结局，真的爱了阿加西！！！这是命运啊
柠檬精少女,女,,我来了 这部剧真的太好看了[大哭]
携良煮茶去,保密,山河远阔，人间烟火；无一是你，无一不是你。,朴灿烈的rap~迷人的嗓音
下一站茶花阿董,女,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
瑞儿33,女,,必须三连～
不是闲鱼是咸鱼,女,帅,我天$剪得太好啦！！！！
洛美人,女,一只腿粗的dancer,我靠我要再去看一遍
iaqoeusenu,保密,:),太爱了 太爱了 以为看完一直不刷会渐渐慢慢忘记 但真的 就 一看视频 bgm一想起 （bgm真的勾起一切回忆 ）什么都回来了 当时的感官 当时的回忆 鬼怪的剧情 时候 意识回笼的感觉！😢真的太绝了 鬼怪啊！！我躺坑底一辈子！！！啊啊啊啊啊为什么我2019才一刷 不过也是生活的奇遇吧 都也是确幸的安排 太爱的鬼怪了 我语序已经乱了
山海与花,女,一个念旧的人,想问下up用的什么剪辑呀
深山萝卜精i,女,日常沉迷直播,是我一直一直很喜欢的电视剧，真的好喜欢啊，我不怎么看电视剧的，但是这个真的太喜欢了
surplus_-_-_-,女,人生永远没有太晚的开始        ——摩西奶奶,爱死了爱死了 剪的太好了[酸了]
正义的阿爪,保密,,阿加西是真的孤独啊
花盛鸟静,男,衣带渐宽终不悔，为伊消得人憔悴,又想看了
花盛鸟静,男,衣带渐宽终不悔，为伊消得人憔悴,永远为鬼怪心动
-Lorna,女,我命由我，不问凶吉。,不好意思up主昨天点点赞点成了踩（捂脸），今天回看才发现，已经改了，十分不好意思（）
芳时暄妍,女,,我心里绝对的韩剧top1了。
目秋1999,女,,留念，爱孔刘，爱鬼怪[爱心]
某豆卷酱,女,,现在还是喜欢鬼怪
做杯凉白开,女, ,我又想重温了，每次这个背景音乐出来我心脏都会停一拍
-向北谦居,男,此别勿需繁花送，他日重逢更高峰。,鬼怪啊[大哭][大哭][大哭]
喜欢的大叔是你,女,糟了，是心动的感觉,好爱呜呜呜超级喜欢的鬼怪
小樱217,保密,,超棒的！
阿呆子了,男,,啊啊啊～～
北投温泉管理员,保密,禁止煮蛋。,鬼怪我来啦！！！阿加西
南呐aaa,保密,,@请叫我哆啦 快来！！！！！
肥肥呀肥肥哼哼哼,保密,唯有努力，不负光阴,笔芯笔芯(๑°3°๑)
calla雪,保密,,我真的永远爱鬼怪夫妇
Tfboys白敬亭,女,,鬼怪真的是和1988一样让我温暖的剧
梨绘梨衣,女,,不过我以为是he，没想到结婚后女主居然死了$X﹏X
Hello珍妮薇,女,,啊~金高银啊，鬼怪真是我的本命了~
luo曼猪,女,查无此人,助力
小雨兮兮vs,保密,,不三连我都过意不去
巧粉力,女,人生那么短，做人就是要开心嘛,这个水印好！
寒月无影,女,,韩剧里的白月光的存在啊!!当时都是晚上看剧，看最后几集都不知道哭了多少次了..[委屈]
奶霜_cream,女,奶霜_cream➡搬运/追星女工❤CROSS GENE❤TAKUYA寺田拓哉❤FanJia贾凡,2020我也爱鬼怪
卖粉色T恤衫的Tiffana,女,高三党up  可能很久不看私信$微信：gaochuxuan8641$,20万了
睦茈a,保密,,我为了看这个剪辑竟然花了三天时间先把鬼怪看了一遍[喜极而泣]
梨xxxxxx,女,,我晕[大哭][大哭][大哭]我又搞到了一个鬼怪的神仙剪辑！！
張显宗我牙疼,保密,/不限期断更,20万粗卡！！！
赤井玲正在长个子啊,女,,20万打卡
是柚啊,保密,,这剧真的太适合冬天看了，怎么刷都不厌，特别希望以后会遇到一个人陪我冬天窝在沙发上看鬼怪
山己几先生,保密,万事胜意,20万播放量马上来[鸡腿][鸡腿][鸡腿][鸡腿][鸡腿][鸡腿]
别材别趣,保密,,在19.9万的时候，我来了！！！[热词系列_这次一定]
漱樱,男,置身圈外，不评不论不打扰。,太心动了 [大哭]
长情-偏袒,保密,,为少主打call
袷衣_,保密,,2020.3.6依然在坑底
麻辣烫和小米辣,保密,我们一起躲猫猫，躲到烦恼找不到,前来助力
江城子凌,保密,,前天刚追完
TAIYANG_921,保密,瞎剪剪～,鬼怪真的百看不腻！
哒宰小馒头,女,古风音乐，国产RPG，和风手游，冷cp爱好者，嗑学家。不要和我杠，因为你肯定是对的。┓( ´∀` )┏,[打call]先自觉三连~
南夏黎月,女,,神仙色调啊爱了爱了
空勒个空,女,rock musical Marvel crosstalk$WINNER,这是唯一追完的一部韩剧 17年还买了写真真的真的好喜欢
用风油精洗澡,保密,不知不觉混到6级˃̣̣̥᷄⌓˂̣̣̥᷅,这个bgm，这个剧，真的心动无数遍
阿微不是阿薇w,保密,要身体健康还要天天开心,我爱鬼怪
马尔泰狮狮,保密,,前半截全程姨母笑  后半截眼泪止不住[鼓掌][大哭]$呜呜呜  你是什么神仙up主？？？？？？？？？？？？
岁月忽已暮啊,保密,环游是无趣，至少可以陪着你。,"鬼怪真的nice,少主好会"
彩虹糖巴拉巴拉,保密,,最爱的剧，没有之一，我的大叔呀[喜欢][喜欢][喜欢]
享耳xr,女,,就是看这个视频才去看的鬼怪 看完之后心里空唠唠的 就再来刷视频[大哭][大哭]
KennyHawk,保密,“现在，我给你方向。”,2020年我还是出不了鬼怪的坑
小现er,女,想要减肥,2020我还是好爱鬼怪
团子宝贝哦哦哦,保密,,啊啊啊啊，哪里有清晰度高点的鬼怪看啊
千小千,保密,,所以这高清的韩剧到底要在哪里看！
总攻大人粥粥,保密,要么陪我走向他们 要么我孤独终老,0202了 还在疯狂心动
双门洞里有只vip,女,,永远不出坑的剧呜呜呜呜2020了我还是爱死他们
冥子葵,保密,剪辑是为了留住喜爱的电影在心里的光影,这个画质！厉害！
驴打滚儿多少钱一斤,保密,就这样儿呗,唉记得看最后两集哭死了[大哭]
诶嘿就介个,保密,哦吼吼 啦啦啦啦啦,我来了我来了 三连奉上
怕老鼠的坏猫,保密,静临就是静临(๑•̀ㅂ•́)و✧,剪得太好了(´；ω；`)
千树一夏,女,,反手就三连
是小彭同学呀,女,喜欢电影，美剧和你,我的妈也鬼怪我太爱了[热词系列_我全都要]
橙橙橙子吖_,保密,喵！！！！,好看是真好看，虐是真虐
荆萤啊,保密,帅比,这个好高清啊！！！！在哪里可以看这么高清版的呢！！！！
你快哥屋恩吧,男,爱就是Love,永远看不腻的剧[害羞]
我知人生不被爱才是常态,保密,,我又想再去看了
这是一个有毒的昵称,女,仙古，戚顾，陆花，福华莫，震祖，震城，震京，鼠猫，盾铁，盾冬，红绿，兰博基尼，ralp，锤基，绿林父子，亚梅——拉郎脑洞连万亩,鬼怪因为结局，我明明那么爱它，我却不敢重温再看[大哭]
幺幺七喜Siwan,女,,鬼怪真的是我心中之最啊啊，这部剧我看了三年啊
千鹤惠子,保密,岁月静好当代巫婆,谢谢up！最最喜欢的剧！
球球的蜜汁,保密,,随手一截屏都是很美的壁纸，
漱樱,男,置身圈外，不评不论不打扰。,3:07 心空[星星眼]
Severteen,保密,,阿加西自己吃自己的醋哪里有点想笑[大笑]
雪意和森林,保密,六元七元,爱了
娜娜娜O米,保密,1102646951@qq.com$红薯同名,Up主好用心呀！细节排版好喜欢呀
大叔1973,保密,,我已经哭的像一条狗一样！
陌上一抹蓝,保密,Fun ,为少主打call
抱猫de磕姬,保密,高颜值百合在哪里 我就在哪里,我可以投100个币嘛[打call]画质调色，字幕，画面选择，每个都是上佳之选…每一帧都美到可以做壁纸[跪了][抓狂]太舒适了我的妈呀
酥梨宝贝,女,,上头
孤莲榆,保密,,一到冬天就看的剧，看一百遍都不腻
啵啵奶盖o_O,女,我爱甜妹,鬼怪后劲也太足了吧，2020年还有40个人和我一起看剪辑！表白太太，剪得太棒了！
呆呆呆呆呆娜,保密,,你币有了
我们一起挖金矿,保密,永远都爱王俊凯,少主在我首页推荐诶，少主真是剪辑小天才
喝卑柠檬水,保密,up,字幕太用心了！！！[热词系列_吹爆]
阿丁睡到自然醒,保密,我的愿望是：现在当一个快乐的女孩，中年时当一个快乐的阿姨，老年时当一个快乐的老太婆。,你是初雪$笑靥化为春风$刹那花草芬芳$$你一悲伤$她的世界便被雨淋湿$$还好$你不曾迷路$世界灿烂盛大$欢迎回家
98787923606_bili,保密,,鬼怪我的最爱韩剧没有之一！
深夜失眠飞行家,女,所求皆如愿，所行化坦途，多喜乐，长安宁。$$,调色一绝，让我白嫖失败
苏贤涌啊,保密,ING,好爱这个剪辑啊啊啊啊吹爆
没有昵称是不被用过的,保密,,当时我们班好多女生追鬼怪就为了看鬼怪和地狱使者这对cp的。我就想了，鬼怪夫妇它不香吗[嫌弃]
文人默笙,女,,哇哈一脚踩坑里啊，看去了哈哈~
鑫字塔,保密,,质量与体积不成正比$那个紫罗兰一般小巧的丫头$那个似花瓣一般轻曳的丫头$以远超过地珠的质量吸引着我$一瞬间$我就如同牛顿的苹果般$不受控制地滚落在她脚下$咚地一声$咚咚一声$从天空到在地$心脏在持续着令人眩晕的摆动$那是初恋
-痘痘怪,保密,,时长nice哦[tv_点赞]
扁蛋宽,女,简简单单默默痴汉,啊啊啊啊啊我怎么才看到少主的频？刚好又重温一遍，这个色调太好看了[喜欢][喜欢]又回想起看鬼怪的种种，爱少主[喜欢][喜欢]
磕到了kdl,保密,awsl,第二个bgm名字什么
laysonboom,男,你们都是最特别的,女主的笑容太温暖了
Ass7ole,保密,,先三连再看。$这是唯一一部让我这个钢铁直男看哭的剧了。[喜欢]$最后女主恢复记忆在街上喊孔侑那段整个绷不住了[大哭]
烊宝一枚,女,工作党，不定期更新$喜欢学习，喜欢剪辑，喜欢分享～$我想给自己留一份独家记忆$把这里当做我的小桃园，慢慢播种$做一枚热爱生活、积极向上的烊宝,这个调色为什么这么漂亮，好像知道怎么调的
春暖花开半月明,女,想吃番茄味儿的西红柿????$,up这个时长好感动[喜欢]支持支持
和你举起回忆酿的甜,保密,,不想象成女主四世结束后变成天使或者两位一起投胎做人，永远的悲伤我接受不了，太难受了。
苏苏离陌Greeny,男,浮萍,阁下就是传说中的人间德芙吗？
珍珍珍德不戳,保密,影剧综混剪手绘游戏vlog啥都能搞,阿婆的字幕也太好看了吧！！！
婏茉就叫覆没,保密,对不起 是个颜控  ，，,嘿 我发现这个剪辑是5分20秒  不知道有没有人注意到[星星眼]
三千xc,男,备战考研，停更中……,有感觉哦
偕睦,女,只是很糟糕,每一帧都好看，都可截屏
别抢我蛋糕i,保密,https://www.bilibili.com/video/BV1U7411F7Qu,2020年了还有人出鬼怪的剪辑，真棒
吃草的少年,男,,已经三连
小小的深深的星辰,女,陪你走完娱乐圈我就再也不追星了$是第一次也是最后一次，你是唯一,啊啊啊剪辑太棒了吧爱了爱了爱了爱了
火羽白日胜,保密,For EAZIN.,我终于又刷到了鬼怪
啤酒糯米鸭,女,喜欢你不需要火山喷出爆米花,集美们，结局是啥，一直没敢看[笑哭]
很饿的泡泡,女,懒狗,我爆哭啊啊啊啊他们太好了
不开门滴小兔子,保密,,棒啊啊啊啊超喜欢啦[支持][支持][支持][爱心][爱心][爱心]
正经的大头兵,保密,,我的冬日限定：鬼怪、糖炒栗子、烤红薯
丸子要好好努力,女,不有趣的灵魂120斤,我的天鸭
梁那個笙,保密,唱我所想，爱我所爱。,我鸡叫！！！鬼怪夫妇太绝了！
TiramiSu丶流光,男,一只有梦想分享快乐的UP^(*￣(oo)￣)^,平面很棒，剪辑节奏很nice
是呆冰吖,保密,,这真的是目前为止，我见过的剪辑最好的👌，是我最爱的一部韩剧啊，up主大大太棒了[鼓掌]
八零六_,保密,这是一个练手号：生活➕，剪辑学习中……,先投币再看
苦瓜幹燉魷魚須,女,路明非,因为这个视频 我要再去刷一遍鬼怪啦！
崂山公主,保密,布鲁布鲁布鲁,搞得我又要回去看一遍了
小缘inory,男,如果当时手里握住的不是硬币，而是勇者的手就好了。,首页啦，2020竟然还有人剪鬼怪，不是看见up视频我都忘记我以前看过这个了[偷笑]
清蒸鱼fish,女,努力奋斗 加油。,[热词系列_三连]
漱樱,男,置身圈外，不评不论不打扰。,太心动了切换bgm的时候
西蓝花酱,女,我爱有点心机又如何。本人不是很有趣，喜欢恋爱番。$可能是年更up主(*╹▽╹*)我会进步的！！,优质
西蓝花酱,女,我爱有点心机又如何。本人不是很有趣，喜欢恋爱番。$可能是年更up主(*╹▽╹*)我会进步的！！,太好看了
毓或未可,保密,,绝了这剪辑这画质这神仙cp啊啊啊啊啊妈妈我不行了妈妈我又可了！
风中有朵雪做的云,保密,知之为知之不知为不知是知也,百看不厌鬼怪呀
雎蔚,保密,18届霍格沃兹拉文克劳学院优秀毕业生,我心里白月光
简婧九,女,醉后不知天在水，满船清梦压星河。,鬼怪真的是我心中最最最爱的白月光，至今在坑里，手机铃声也没换过，结局也很令人喜爱，他们永远永远不会分开了，真好。
霂生君,保密,嘿嘿嘿,至今是我心里的第一
许慕也,保密,,每一帧都可以截图做桌面啊！！！好用心！
马铃薯pian,保密,,看到釜山行男主就进来了...[妙啊]
今天我更可爱了呀,保密,,男主在女主怀里灰飞烟灭的时候真的泪目了
咕咕小怪,女,略略略,永远爱
幼稚鬼息燃,保密,,up好棒啊
云满天-,女,,！！！！！！
云满天-,女,,我爱鬼怪
橘夕柚,女,,真的是第一部长久爱着的剧，每一次听到bgm，都不由自主想起剧情，心情会很好，很爱很爱的一部!为此还追了女主的奶酪陷阱。无法言说的喜欢，一直也想自己剪出短片，迟迟没有动手[笑哭]
几度泪落,女,万事胜意,永远永远喜欢鬼怪[大哭]
三三越,保密,,最爱的韩剧[爱心]
妄念宇宙,男,世界是一片荒原,纯路人，以前一直听同学说b站很好，今天第一次下载来看了看，没想到刚一进入就发现了这个up的视频，这个up的视频质量是我从没见过的高。没想到，在当今这个浮躁的社会，竟然还能有人沉下心来做出一个个质量如此高的视频，泪目，白嫖了[doge]
挚爱小面包,女,就是个混吃混喝的大龄女青年,女主剩下的三世没有了，阿加西一个人该怎么办啊！看着女主出生长大衰老一次一次又一次……然后嘞，就剩他一个人了
帅哥我都看,保密,,我要再去刷一遍！！！啊啊啊啊！这个调调我喜欢，好像全剧都是这个调调[喜欢][喜欢][喜欢][喜欢]
隔壁老王s版,保密,荣耀剑下取  均衡乱中求,我看的韩剧只有星星和鬼怪[喜欢]
仲夏夜的小尾巴,女,,我永远爱鬼怪！！不愧是我看了预告片就想追的剧[打call]从一开播就决定了我爱他呀！！！
吃土的鸭,女,taebts$j-hope$脑can粉+杠精+dw远离我谢谢 ,这剧又甜又虐，bgm一起我都想哭，但是又想重温！！！
看不见俺啦啦啦啦啦,保密,,集美我爱你！！！！！！！！！！！
早睡一天是一天,保密,喜欢不应该是一种负担,好好康！！
张小玮玮啊,女,汤姆•费尔顿,看釜山行的时候就觉得男主好他喵man[doge][doge]又man又帅
不想再用原名了,保密,嘻嘻嘻,把它分享出去了！给少主打call[呲牙]
你呀你呀你吖,保密,,2020年了，我还躺在鬼怪的坑底[捂眼]
趁夜色小眠,保密,是个调色废物,看鬼怪前十集都想不通怎么弹幕全是二刷三刷的，看完....立马进入二刷
我的男神最好,保密,,还有一个点，三神奶奶在毕业典礼给女主送的花是棉花，棉花的花语有：母亲的爱……所以我也坚信女主变成了天使
暴比缇缇,保密,相对的事物循环往复,还是好爱鬼怪呀
Larrohhh,保密,,剪的太好看了
渣渣的奋斗史,保密,没有硬技术，但有一颗热忱的心。……啊！太酸了！就是个渣渣在奋斗,唯二吃的韩国cp[大哭][大哭][大哭]
蓝白5,保密,,BGM是什么
Baekpei,保密,世界有很多悲伤，你是特别的温柔,每年冬天必看，鬼怪居然已经是四年前的剧了，从播出到现在手机铃声一直是round and round，今年二月份时候已经开始十刷了，我真的太爱鬼怪了[大哭][大哭]
壹kyne,女,要努力活下去啊,最爱还是我的鬼怪[大哭]
恩小宇,女,,我决定重刷
一次过的努力小刘,保密,不会搞视频只会弹幕啊啊啊啊啊啊啊,鬼怪一直是我心中韩剧top1！我三年手机铃都是stay with me以后还会一直用下去！整个色调超级舒服！衔接也超赞！阿婆太厉害了！必须三连！我想回顾鬼怪了www！！
岁哥鸽各个,保密,生活万岁$,问一下大家第二首bgm叫什么呀，一直找不到完整的声源
IFNT脆骨,男,INFINITE唯六     6+1给老子滚,鬼怪真的已经是我的人生剧了，没事就会翻出来看看的，小新娘真的太可爱了，因为🧀️陷阱关注的金高银，🧀️陷阱里我也觉得金高银很可爱来着，然后还去看了她的中国城，鬼怪出来之后看到是她主演的也跑去看了，就这样和鬼怪结缘[爱心]
跃小逗,保密,抖音微博同名,[大哭]鬼怪
大盗睥睨四野,保密,很快乐的事没有$但这个世界真好,是我最喜欢的一部韩剧了
Tequilamay,女,乱七八糟,2020了我也超爱鬼怪
Twilight゜,女,Ueana，exo唯十二，勋鹿党，颖火虫，韩剧饭一枚$,必须三连呀[热词系列_三连]
带着SA娇我哥来刷弹幕,女,sa娇赫宰的小老婆 赫儿的女票～,不得不说我已经看了不下10遍这个视频～真的是跟着回忆～太喜欢啦～
请注销谢谢,保密,,冬日必备哦😘😘😘
小小一只跳跳糖,保密,嘻嘻嘻嘻嘻,鬼怪心中韩剧top[呲牙]
bblady1314,保密,,想念孔叔鸭[大哭][大哭][大哭]
秋刀鱼不过期丶,保密,もっと頑張ってください。なりたい自分のために。,每年必看的剧，有笑有泪
羽亭yuting,保密,好好学习，天天向上。,初一看的我高二啦
泽莫男爵_,保密,能力有限，水平一般。,所以我永远无法接受鬼怪其他的拉郎，我只喜欢原配，因为原配就是绝好的[大哭]他们是这一辈子，下一辈子，下下辈子永永远远的互相救赎，是遇见你无与伦比的爱情啊[大哭]
阎祯,保密,老开闭村粉。沉迷吸深(*´﹃｀*)，热爱PD系+歌舞剧爱好者。本质DD节操早已不在，谨关。荷包够厚快乐加倍,微博的我来了（*/∇＼*）！！！！！
蟹味沙拉,保密,走自己的路,没看过剧的我已经看这个剪辑好多遍了，少主剪的视频看着真的好享受
秋香色_,保密,2016-6-23 14:02:39  爱生活，爱自己,这部剧真的是我最爱的一部韩剧了，表白鬼怪夫妇，神仙爱情啊
嵩嵩小靖,女,银河有迹可循,我永远吹爆少主！有你了不起！[支持][支持]
SKAMi2,保密,行到水穷处 坐看云起时,没看过 但听到bgm感觉好感动[大哭]
SKAMi2,保密,行到水穷处 坐看云起时,好的 我决定去看这部剧了
樱桃飞走了,保密,今天也是非常喜欢你。,表白太太！！！！鬼怪真的是我最喜欢的一部韩剧，太太剪的画面都特别美好呜呜呜
森娜SANNA,女,吃饭，睡觉,鬼怪是白月光啊
巴达卡布达,女,康康,我的最佳
菜菜菜阿懒,女,,2020还能看到鬼怪的剪辑5555555555555
雙重夢鏡,保密,YOUNG FOROVER,鬼怪百刷不腻
人间不适合委员,女,最想的都是不能的,0202年了我还在鬼怪的坑里不出来[doge]
想偷一束光给你,保密,没有个签,想去接着那时候的剧情看了
wa柠檬酸啊,女,看动漫，享动漫,up主剪的超好啊！！！激动的快不行了[打call][打call][打call]
艾希333,保密,,被鬼怪种草了魁北克，好好存钱一定要去一趟
乔伊喜欢达西,女,既好水墨青花，何惧刹那芳华,又想再看一遍惹[鸡腿][鸡腿][鸡腿]
Tsingrose,保密,,我太爱鬼怪了
入夏吱,保密,,微博慕名赶来 啊啊啊啊啊啊啊真的好啊 是我最喜欢的两首歌 调色也很棒 ！
spacepowder,保密, ,听着听着就哭了，
今天晴不晴,保密,,好棒啊!
多岚桃子,女,,竟然已经四年了🙊
娇噤orz,女,,啊啊啊神仙剪辑
奶皇糖妃Candy,保密,微博ID：奶皇糖妃_candy$从开始到未来，只为王俊凯,播放有望突破15万[呲牙][呲牙]字幕超爱嘻嘻
筱面鱼鱼_,女,一个新人沙雕小主播~,哭了哭了哭了我哭了哭的好大声
机智的老绵羊,女,这个人很懒……,突然又想再看一遍
保嘉为国辣布丁,保密,,这剧无论是画面，配乐，演员，都无可挑剔，就是剧情后面有些，，，但是也已经很好很好了，现在的韩剧，已经很少这样好的了
小埋的图,保密,乀(ˉεˉ乀)跟着我摇摆~,恍若昨日
日光超载,女,日光之下无新事,时隔多年我看的唯一一部韩剧！！！太对胃口了！！！！
耀大王打瞌睡,男,初心不负,战歌起就想哭！！！
keylece,保密,芒果树何必羡慕苹果树,呜呜呜呜呜我太爱鬼怪了，真是每到冬天就会想起来的剧，但我一直不敢看第二遍，太悲了最后给我哭的呀[大哭][大哭]
叶木南辛,保密,,还是高三看的呢，看完超喜欢这个插曲，还买了[爱心]
失眠大王跳跳糖,保密,每天苟一苟，活到九十九,啊啊啊啊我的白月光啊啊啊！初中看的现在高三了我竟然还在看[微笑]每年冬天必刷剧啊，然而我永远没有看完整过最后的结局[微笑]$神仙爱情，做梦都梦不来的爱情[喜欢]
YangJesus,保密,,二刷啦阿加西
野比大雄的哆啦,保密,你才懒呢,大叔真的越看越帅啊
二锅头酿豆腐,保密,多读书多看报少吃零食多睡觉,先赞为敬[热词系列_锤]
柒柒似酒,女,青鲤来时遥闻春溪声声碎,剪的很好[热词系列_你币有了]
小秦与小吴,保密,,谢谢神仙up[大哭][大哭][大哭][大哭]
灯笼不装电灯泡,保密,只要吃的开心就是零卡路里！,鬼怪真的很温暖啊，而且感觉随便截图都是壁纸[热词系列_AWSL]
Yu入坑,保密,,手机铃声响了
冰岛极光karry,女,“你能记住的，就是你的独家记忆。”,首页通知书
-芝士味的尾bai-,男,当一个人有一样专注的事情 那能让他闪闪发光,啊啊啊啊啊啊啊啊啊啊鬼怪！！！！
这月亮好美,女,现在是下午班,啊啊啊啊，神曲走起
锦时-jx,保密,彼方尚有荣光在,鬼怪真的是心头好啊
海葵啊,女,,我太爱了
JackJHMSG,保密,我服部平次今天就告白,2020了我依旧在坑底躺平，且愿意永远在坑底
va七里,保密,玛奇玛，我的精神病人,我永远喜欢金高银
Y红樱桃,保密,,阿婆主真的好用心，剪得超级无比棒！！！
欢喜好喜欢-,保密,,调色好好看啊！
早早睡觉的阿薇薇,保密,,我们少主真棒👍
肖兔兔的炭烤兔爪,保密,五年为期。,想重刷鬼怪了，冬天里看特别美好
肖兔兔的炭烤兔爪,保密,五年为期。,超喜欢鬼怪～
涛柒涛柒,保密,,看了up的这个作品才去刷的剧，棒！
陈么么凯,女,Jay,秋冬必重温！
人间宝藏韩女士,保密,,太赞了👍
一个_俗人0927,女,,每次看都有新的感动[爱心][爱心][爱心]
_LIN仔呀,女,吃零食高手(*•̀ᴗ•́*)و ̑̑,啊！这支剪的好好啊！配乐、节奏、镜头，水准超越b站好多同名的鬼怪剪辑了
BTS柒米呀,保密,酒舞宝宝世最甜！！！,啊啊啊啊啊啊啊啊最爱的
-北柘,保密,,调色太好看了！！！！吹爆！！！！
小周-Jiujie,保密,做 个 有 意 思 的 人,在微博看过一遍 打开b站 首页通知书 那就再来一遍！剪得很好啊！！！
枕枕枕上,保密,,2020了，还是有这么多人对鬼怪念念不忘，我就放心了$这部剧里很多细节做得太好了，运镜，台词，演技，ost，剧本，它远远比一些人以为的爱情剧要优秀。我仍然记得那一句“因为你前世拯救了国家”，仍然记得给了面包的小男孩仍然选择了他认为正确的答案，鬼怪是一部关于神的故事，讲的却是最温暖的人性。
fufu_Vykk,女,,[喜欢][喜欢][喜欢][喜欢][喜欢]
Novenle,保密,,每年初雪的时候必看，我的小新娘[星星眼]
多少山香x,保密,这个人帅死了，啥都没留下( ｣0`)｣梦想是成为一体化的阿婆主！,好美啊！
小瓶子233,女,忠贞的人会得到忠贞，勇敢的人会用勇敢结束。,你币有了
云朵上的笨蛋瓜子,女,,想求个up主鬼怪资源呜呜呜这么清晰我都找不到
Rainie猫猫和cos,保密,一个努力学会各种技能的小法师,每当我呼唤你，你就会出现
-阿Min-,女,每一天都很美好,先点个赞$再投个币$最后再收藏
l一直在,保密,做一个三观正确的人即可,有这个素材吗，想拿来做壁纸，这剧真的把爱情片拍出新的创意[打call][打call][打call]
谢骛清_,女,浮生四重恩，勿忘三途苦,鬼知道我已经看了多少遍了！真的爱死鬼怪夫妇了！[热词系列_吹爆]
钱包日渐消瘦,女,,我就是这次疫情太闲了去补的鬼怪，少主你也是吗？
山上烟,保密,青山不改，绿水长流,2020还在坑底
周一续命,保密,,这个UP剪得有点东西呀～
思fighting,女,hiahiahia,阿加西你们在一起吧😭
山海与花,女,一个念旧的人,up歌词排版和调色真的好好啊
赤根葵,保密,,剪🉐太棒了！！
想改个名a,保密,,冬天刷这部剧真的很有感觉
我的西皮绝对szd,女,/可以快乐的时候要尽情地快乐.,本鬼怪废人来啦！！已三连！！字幕排版超棒！！
晓棠同学,女,,太喜欢鬼怪了！孔刘大叔！
穿尽漂亮裙子,女,,等我在大学追！！！
dramamixture,女, what？,还在坑底呢！
新嘎卡内77,女,幸福地划来划去,每年冬天必刷！！！
TheNextTinHau,保密,我心匪石，不可转也。,4年了
恁爸是酷酷的召喚獸,保密,,呜呜呜呜呜呜我的鬼怪夫妇
蜂蜜嘎柚子,保密,,吹爆[星星眼]
承酱的可爱,女,在b占要收获快乐！,很喜欢这部剧 但是每次只看到前面几集 后面太悲伤了我承受不来
夏日限定樱桃炸,女,我能触摸 你的温柔 就像风,每次看到都会心动 那个像紫罗兰一样的小丫头呀
青荷就是Paper,女,凡事都有偶然的凑巧，结果却又如宿命的必然。,我能说我今天刚在微博看到这个阿婆主和这个视频吗[微笑]缘分呐
肥美的静静,女,质壁分离,催更贤者之爱[大哭][喜极而泣]
WSaudade,保密,,求封面啊啊啊啊啊！
